"name_el","OGC_FID","WKT_GEOMETRY","id","name","x","y","cat","url"
"Παναγιά Ορφανή","287","POINT (25.441689729361386 37.050124134075311)","286","Panagia Orfanh","                      628046.360","                     4101116.250","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/panagia_ofanh_sagkri.htm"
"Παναγιά Πυργιότισσα","288","POINT (25.520179137632518 36.995958320415696)","287","Panagia Pyriotisa","                      635122.150","                     4095215.540","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/panagia_pyrgiotisa.htm"
"Παναγιά Σαγκρίου","289","POINT (25.438787123416418 37.03862871837601)","288","Panagia Sagkri","                      627807.540","                     4099836.990","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/panagia_Sagkri.htm"
"Αγία Θεοδοσία","290","POINT (25.51346138513167 37.037353373350257)","289","Ag Theodosia","                      634451.290","                     4099798.580","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/theodosia1.htm"
"Παναγιά ","291","POINT (25.361598673590535 37.08968674038416)","290","Panagia Stelida","                      620861.350","                     4105400.480","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/panagia_stelida.htm"
"Παναγιά Χρυσοκαρδιώτισσα","292","POINT (25.442102083831227 37.113948886917179)","291","Panagia Xrysokardiotisa","                      627975.550","                     4108197.840","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/panagia_xrysokardiotisa_e"
"Άγιος Παντελεήμονας","293","POINT (25.4826229420215 37.059214066673576)","292","Ag Pantelehmonas","                      631670.660","                     4102180.710","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/panteleimonas.htm"
"Άγιοι Πάντες","294","POINT (25.371371998902525 37.069303342648979)","293","Ag Pantes","                      621762.630","                     4103151.560","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/pantes.htm"
"Αγία Παρασκευή Κεραμίου","295","POINT (25.493534581672236 37.061586695489176)","294","Ag Paraskevi Kerami","                      632636.740","                     4102459.130","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/paraskeyh_kerami.htm"
"Απόστολος Πάυλος Κλειδό","296","POINT (25.529005566379663 36.99561779651178)","295","Ap Pavlos Kleido","                      635908.220","                     4095190.340","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/paylos_klido.htm"
"Άγιος Πολύκαρπος","297","POINT (25.513478386518337 36.989240188664489)","296","Ag Polykarpos","                      634537.700","                     4094460.700","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/polykarpos_kalantos.htm"
"Άγιος Σαλούκος","298","POINT (25.366864044184904 37.076115921376463)","297","Ag Saloukos","                      621350.990","                     4103901.600","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/saloukos.htm"
"Σάντα Μαρία ","299","POINT (25.388232107215142 37.093726321449012)","298","Santa Maria","                      623221.950","                     4105882.910","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/santa_maria.htm"
"Σαντοπροτοριανή","300","POINT (25.516998719078476 37.065929197036418)","299","Santoprotorianh","                      634715.320","                     4102973.950","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/santoprotorianh.htm"
"Αγία Σοφία Μουτσόυνα","301","POINT (25.592364584884969 37.081696118608107)","300","Ag Sofia Moutsouna","                      641386.680","                     4104832.850","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/sofia_moytsoyna.htm"
"Σωτήρας Σκεπόνι","302","POINT (25.490488371013797 37.13417236377461)","301","Sothras Skeponi","                      632239.510","                     4110507.960","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/sothras_skeponi.htm"
"Άγιος Σώζος Βαθή","303","POINT (25.433890962468766 36.924504293505734)","302","Ag Sozos Vathi","                      627562.720","                     4087169.100","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/sozos.htm"
"Άγιος Σπυρίδονας","304","POINT (25.483448091903899 37.064850142733015)","303","Ag Spyridonas","                      631734.270","                     4102807.150","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/spyridonas_theoskepasth.h"
"Τίμιος Σταυρός Κινυδάρου","305","POINT (25.471104786405867 37.096675162410314)","304","Stavros Kinydarou","                      630582.170","                     4106320.930","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/stayros_kynidaroy.htm"
"Άγιος Στέφανος","306","POINT (25.392216180004674 37.0996613368374)","305","Ag Stefanos","                      623566.380","                     4106546.550","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/stefanos.htm"
"Ζωοδόχος Πηγή Πανόρμου","307","POINT (25.540771990142879 36.959186040125111)","306","Zoodohos Phgh Panormos","                      637020.710","                     4091165.320","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/zoodoxos_phgh_panormos.ht"
"Ταξιάρχης Ποταμιάς","308","POINT (25.440941429889779 37.068359541599882)","307","Taxiarhis Potamia","                      627949.150","                     4103138.360","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/taxiarhis_potamia.htm"
"Ταξιάρχης Απειράνθου","309","POINT (25.522154073331041 37.07196377946174)","308","Taxiarhis Apeir","                      635162.950","                     4103650.790","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/taxiarxhs_apeiranthos.htm"
